Location,Main Library Name,10.15 Phone,Latitude,Longtitude,10.6 Street Address,10.7 City,10.8 Zip Code,10.9 Zip+4 Code,10.1 FSCSKey,URL
POLLOCK PINES LIBRARY,EL DORADO COUNTY LIBRARY,(530) 644-2498,38.75961,-120.58827,6210 PONY EXPRESS TRAIL,POLLOCK PINES,95726,9617,CA0036,http://www.eldoradolibrary.org/
SOUTH LAKE TAHOE LIBRARY,EL DORADO COUNTY LIBRARY,(530) 573-3185,38.94450,-119.97356,1000 RUFUS ALLEN BLVD.,SOUTH LAKE TAHOE,96150,8204,CA0036,http://www.eldoradolibrary.org/
CENTER STREET SCHOOL BRANCH LIBRARY,EL SEGUNDO PUBLIC LIBRARY,(310) 615-2680,33.92473,-118.40461,700 CENTER ST.,EL SEGUNDO,90245,3207,CA0037,https://elsegundolibrary.org
EL SEGUNDO PUBLIC LIBRARY,EL SEGUNDO PUBLIC LIBRARY,(310) 524-2722,33.92392,-118.41678,111 W. MARIPOSA AVE.,EL SEGUNDO,90245,2299,CA0037,https://elsegundolibrary.org
HIGH SCHOOL BRANCH LIBRARY,EL SEGUNDO PUBLIC LIBRARY,(310) 615-2662,33.92487,-118.41538,640 MAIN ST.,EL SEGUNDO,90245,3057,CA0037,https://elsegundolibrary.org
MIDDLE SCHOOL BRANCH LIBRARY,EL SEGUNDO PUBLIC LIBRARY,(310) 615-2685,33.92020,-118.40464,332 CENTER STREET,EL SEGUNDO,90245,4047,CA0037,https://elsegundolibrary.org
RICHMOND STREET ELEMENTARY SCHOOL LIBRARY,EL SEGUNDO PUBLIC LIBRARY,(310) 606-6831,33.92435,-118.41746,615 RICHMOND ST.,EL SEGUNDO,90245,2283,CA0037,https://elsegundolibrary.org
ESCONDIDO PUBLIC LIBRARY PIONEER ROOM,ESCONDIDO PUBLIC LIBRARY,(760) 839-4315,33.12060,-117.07925,247 SOUTH KALMIA STREET,ESCONDIDO,92025,4224,CA0038,http://www.escondidolibrary.org
ESCONDIDO PUBLIC LIBRARY,ESCONDIDO PUBLIC LIBRARY,(760) 839-4684,33.12082,-117.07987,239 S. KALMIA ST.,ESCONDIDO,92025,,CA0038,http://www.escondidolibrary.org
ESCONDIDO PUBLIC LIBRARY LITERACY LEARNING CENTER,ESCONDIDO PUBLIC LIBRARY,(760) 747-5440,33.12070,-117.08049,200 S. BROADWAY,ESCONDIDO,92025,,CA0038,http://www.escondidolibrary.org
FOLSOM PUBLIC LIBRARY,FOLSOM PUBLIC LIBRARY,(916) 355-7374,38.68126,-121.16659,411 STAFFORD ST,FOLSOM,95630,2643,CA0193,http://folsom.ca.us/library
AUBERRY BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 855-8523,37.07471,-119.48785,33049 AUBERRY ROAD,AUBERRY,93602,658,CA0040,http://www.fresnolibrary.org
BEAR MOUNTAIN BRANCH,FRESNO COUNTY PUBLIC LIBRARY,(559) 332-2528,36.73842,-119.25071,30733 E. KINGS CANYON ROAD,SQUAW VALLEY,93675,9641,CA0040,http://www.fresnolibrary.org
BETTY RODRIGUEZ REGIONAL LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-9245,36.77826,-119.75374,3040 N CEDAR AVE,FRESNO,93703,1531,CA0040,http://www.fresnolibrary.org
BIG CREEK BRANCH,FRESNO COUNTY PUBLIC LIBRARY,(559) 893-6614,37.20481,-119.24712,51190 POINT ROAD,BIG CREEK,93605,N/A,CA0040,http://www.fresnolibrary.org
BIOLA STATION,FRESNO COUNTY PUBLIC LIBRARY,(559) 843-2001,36.80497,-120.01755,4885 N. BIOLA AVE,BIOLA,93723,N/A,CA0040,http://www.fresnolibrary.org
CARUTHERS BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 864-8766,36.54212,-119.83139,13382 SOUTH HENDERSON RD.,CARUTHERS,93609,9463,CA0040,http://www.fresnolibrary.org
CENTRAL LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-7323,36.73790,-119.78649,2420 MARIPOSA ST.,FRESNO,93721,2285,CA0040,http://www.fresnolibrary.org
CLOVIS REGIONAL LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-9531,36.82431,-119.69479,1155 FIFTH ST.,CLOVIS,93612,1391,CA0040,http://www.fresnolibrary.org
EASTON BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 237-3929,36.65224,-119.79036,25 E. FANTZ AVE.,EASTON,93706,5813,CA0040,http://www.fresnolibrary.org
FIG GARDEN REGIONAL LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-4071,36.82238,-119.84643,3071 W. BULLARD,FRESNO,93711,1609,CA0040,http://www.fresnolibrary.org
FIREBAUGH BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-9274,36.85686,-120.45395,1315 O ST.,FIREBAUGH,93622,2319,CA0040,http://www.fresnolibrary.org
FOWLER BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-3114,36.62743,-119.67776,306 S. 7TH ST.,FOWLER,93625,N/A,CA0040,http://www.fresnolibrary.org
GILLIS BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 225-0140,36.78631,-119.81900,629 W. DAKOTA,FRESNO,93705,2820,CA0040,http://www.fresnolibrary.org
KERMAN BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 846-8804,36.72740,-120.06133,15081 W. KEARNEY PLAZA,KERMAN,93630,1739,CA0040,http://www.fresnolibrary.org
KINGSBURG BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 897-3710,36.51481,-119.55325,1399 DRAPER,KINGSBURG,93631,1928,CA0040,http://www.fresnolibrary.org
LATON BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 923-4554,36.43458,-119.68475,6313 DEWOODY ST.,LATON,93242,N/A,CA0040,http://www.fresnolibrary.org
LITERACY SERVICES CENTER,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-9240,36.73790,-119.78649,2420 MARIPOSA STREET,FRESNO,93721,2285,CA0040,http://www.fresnolibrary.org
MENDOTA BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-9291,36.74876,-120.38471,1246 BELMONT AVENUE,MENDOTA,93640,N/A,CA0040,http://www.fresnolibrary.org
MOSQUEDA BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-4072,36.72811,-119.74256,4670 E. BUTLER,FRESNO,93702,4608,CA0040,http://www.fresnolibrary.org
ORANGE COVE BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-9292,36.62425,-119.31530,815 PARK BLVD.,ORANGE COVE,93646,N/A,CA0040,http://www.fresnolibrary.org
PINEDALE BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 439-0486,36.84050,-119.79422,7170 N. SAN PABLO,PINEDALE,93650,1143,CA0040,http://www.fresnolibrary.org
PARLIER BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 646-3835,36.61187,-119.53529,1130 E. PARLIER AVE.,PARLIER,93648,2433,CA0040,http://www.fresnolibrary.org
PIEDRA BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 787-3266,36.82035,-119.38052,25385 TRIMMER SPRINGS ROAD,PIEDRA,93649,N/A,CA0040,http://www.fresnolibrary.org
POLITI BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 431-6450,36.82225,-119.77366,5771 N. FIRST ST.,FRESNO,93710,6269,CA0040,http://www.fresnolibrary.org
REEDLEY BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 638-2818,36.59805,-119.44963,1027 E ST.,REEDLEY,93654,2982,CA0040,http://www.fresnolibrary.org
RIVERDALE BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 867-3381,36.43112,-119.86162,20975 MALSBARY,RIVERDALE,93656,N/A,CA0040,http://www.fresnolibrary.org
SAN JOAQUIN BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 693-2171,36.60731,-120.18714,8781 MAIN ST.,SAN JOAQUIN,93660,N/A,CA0040,http://www.fresnolibrary.org
SANGER BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 875-2435,36.70615,-119.56283,1812 SEVENTH ST.,SANGER,93657,2805,CA0040,http://www.fresnolibrary.org
SELMA BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 896-3393,36.56747,-119.60939,2200 SELMA ST.,SELMA,93662,3151,CA0040,http://www.fresnolibrary.org
SENIOR RESOURCE CENTER LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-6767,36.78747,-119.78632,2025 E. DAKOTA AVENUE,FRESNO,93726,4804,CA0040,http://www.fresnolibrary.org
SHAVER LAKE BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 841-3330,37.10215,-119.32095,41344 TOLLHOUSE RD.,SHAVER LAKE,93664,N/A,CA0040,http://www.fresnolibrary.org
SUNNYSIDE REGIONAL LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-6594,36.73484,-119.70125,5566 E. KINGS CANYON ROAD,FRESNO,93727,4526,CA0040,http://www.fresnolibrary.org
TALKING BOOK LIBRARY FOR THE BLIND,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-3217,36.75290,-119.79435,770 N. SAN PABLO AVE.,FRESNO,93728,3640,CA0040,http://www.fresnolibrary.org
TEAGUE BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 274-1005,36.80273,-119.88984,4725 N. POLK AVE.,FRESNO,93722,,CA0040,http://www.fresnolibrary.org
TRANQUILLITY BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 698-5158,36.64951,-120.25132,25561 W WILLIAMS ST,TRANQUILLITY,93668,N/A,CA0040,http://www.fresnolibrary.org
WEST FRESNO BRANCH LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 455-6066,36.72023,-119.81021,188 E. CALIFORNIA AVE,FRESNO,93706,3642,CA0040,http://www.fresnolibrary.org
WOODWARD PARK REGIONAL LIBRARY,FRESNO COUNTY PUBLIC LIBRARY,(559) 600-3135,36.87160,-119.76658,944 EAST PERRIN AVENUE,FRESNO,93720,5011,CA0040,http://www.fresnolibrary.org
FULLERTON MAIN LIBRARY,FULLERTON PUBLIC LIBRARY,(714) 738-6380,33.87072,-117.93048,353 W. COMMONWEALTH AVE.,FULLERTON,92832,1796,CA0041,www.fullertonlibrary.org
BRAND LIBRARY,GLENDALE PUBLIC LIBRARY,(818) 548-2051,34.18264,-118.27644,1601 W. MOUNTAIN ST.,GLENDALE,91201,1209,CA0042,http://glendalepubliclibrary.org
CASA VERDUGO BRANCH LIBRARY,GLENDALE PUBLIC LIBRARY,(818) 548-2047,34.16326,-118.25545,1151 N. BRAND BLVD.,GLENDALE,91202,2503,CA0042,http://glendalepubliclibrary.org
CHEVY CHASE BRANCH LIBRARY,GLENDALE PUBLIC LIBRARY,(818) 548-2046,34.17382,-118.20007,3301 E. CHEVY CHASE DR.,GLENDALE,91206,1416,CA0042,http://glendalepubliclibrary.org
"GLENDALE LIBRARY, ARTS & CULTURE",GLENDALE PUBLIC LIBRARY,(818) 548-2021,34.14399,-118.25359,222 E. HARVARD ST.,GLENDALE,91205,1075,CA0042,http://glendalepubliclibrary.org
GRANDVIEW BRANCH LIBRARY,GLENDALE PUBLIC LIBRARY,(818) 548-2049,34.17041,-118.28551,1535 FIFTH ST.,GLENDALE,91201,1985,CA0042,http://glendalepubliclibrary.org
Library Connection @ Adams Square,GLENDALE PUBLIC LIBRARY,(818) 548-3833,34.13365,-118.24150,1100 EAST CHEVY CHASE DRIVE,GLENDALE,91205,2511,CA0042,http://glendalepubliclibrary.org
MONTROSE BRANCH LIBRARY,GLENDALE PUBLIC LIBRARY,(818) 548-2048,34.20750,-118.23270,2465 HONOLULU AVE.,MONTROSE,91020,1803,CA0042,http://glendalepubliclibrary.org
Pacific Park Branch Library,GLENDALE PUBLIC LIBRARY,(818) 548-3760,34.13924,-118.26475,501 SOUTH PACIFIC AVENUE,GLENDALE,91204,1423,CA0042,http://glendalepubliclibrary.org
GLENDORA LIBRARY AND CULTURAL CENTER,GLENDORA LIBRARY & CULTURAL CENTER,(626) 852-4891,34.13507,-117.86528,140 SOUTH GLENDORA AVE.,GLENDORA,91741,3499,CA0043,http://www.glendoralibrary.org
BUELLTON BRANCH LIBRARY,GOLETA VALLEY LIBRARY,(805) 688-3115,34.61410,-120.19623,140 W. HWY 246,BUELLTON,93427,9998,CA0271,https://www.cityofgoleta.org/city-hall/goleta-valley-library
GOLETA VALLEY LIBRARY,GOLETA VALLEY LIBRARY,(805) 964-7878,34.44760,-119.83012,500 N. FAIRVIEW AVE.,GOLETA,93117,1797,CA0271,https://www.cityofgoleta.org/city-hall/goleta-valley-library
SOLVANG LIBRARY,GOLETA VALLEY LIBRARY,(805) 688-4214,34.59651,-120.13611,1745 MISSION DRIVE,SOLVANG,93463,2694,CA0271,https://www.cityofgoleta.org/city-hall/goleta-valley-library
HARRISON MEMORIAL LIBRARY,HARRISON MEMORIAL LIBRARY,(831) 624-4629,36.55509,-121.92355,OCEAN AVE. & LINCOLN BLVD.,CARMEL,93921,800,CA0021,http://ci.carmel.ca.us/library
PARK BRANCH LIBRARY - HARRISON MEMORIAL,HARRISON MEMORIAL LIBRARY,(831) 624-4664,36.55434,-121.92096,MISSION & SIXTH ST.,CARMEL,93921,800,CA0021,http://ci.carmel.ca.us/library
HAYWARD PUBLIC LIBRARY,HAYWARD PUBLIC LIBRARY,(510) 293-8685,37.67009,-122.08308,888 C ST.,HAYWARD,94541,5101,CA0044,hayward-ca.gov/public-library
WEEKES LIBRARY,HAYWARD PUBLIC LIBRARY,(510) 782-2155,37.63339,-122.07893,27300 PATRICK AVE.,HAYWARD,94544,4498,CA0044,hayward-ca.gov/public-library
HEMET PUBLIC LIBRARY,HEMET PUBLIC LIBRARY,(951) 765-2440,33.74958,-116.96974,300 E. LATHAM AVE,HEMET,92543,4222,CA0045,www.hemetca.gov/library
ARCATA LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 822-5954,40.86772,-124.08411,500 SEVENTH ST.,ARCATA,95521,6315,CA0039,http://www.co.humboldt.ca.us/library/
BLUE LAKE LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 668-4207,40.88254,-123.99199,111 GREENWOOD AVE.,BLUE LAKE,95525,4960,CA0039,http://www.co.humboldt.ca.us/library/
EUREKA MAIN LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 269-1929,40.80594,-124.15731,1313 THIRD ST.,EUREKA,95501,553,CA0039,http://www.co.humboldt.ca.us/library/
FERNDALE LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 786-9559,40.57988,-124.26119,807 MAIN STREET,FERNDALE,95536,N/A,CA0039,http://www.co.humboldt.ca.us/library/
FORTUNA LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 725-3460,40.59873,-124.15214,775 14TH ST.,FORTUNA,95540,2113,CA0039,http://www.co.humboldt.ca.us/library/
GARBERVILLE LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 923-2230,40.10235,-123.79211,715 CEDAR ST.,GARBERVILLE,95542,3201,CA0039,http://www.co.humboldt.ca.us/library/
HOOPA,HUMBOLDT COUNTY LIBRARY,(530) 625-5082,41.05005,-123.67829,LOOP ROAD,HOOPA,95546,,CA0039,http://www.co.humboldt.ca.us/library/
MCKINLEYVILLE LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 839-4459,40.94419,-124.09981,1606 PICKETT RD.,MCKINLEYVILLE,95519,3920,CA0039,http://www.co.humboldt.ca.us/library/
RIO DELL LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 764-3333,40.50003,-124.10659,715 WILDWOOD AVE.,RIO DELL,95562,1321,CA0039,http://www.co.humboldt.ca.us/library/
TRINIDAD BRANCH LIBRARY,HUMBOLDT COUNTY LIBRARY,(707) 677-0227,41.06203,-124.14118,380 JANIS CT.,TRINIDAD,95570,N/A,CA0039,http://www.co.humboldt.ca.us/library/
WILLOW CREEK (KLAMATH-TRINITY) LIBRARY,HUMBOLDT COUNTY LIBRARY,(530) 629-2146,40.93998,-123.63093,39 MAYFAIR ST,WILLOW CREEK,95573,N/A,CA0039,http://www.co.humboldt.ca.us/library/
BANNING LIBRARY,HUNTINGTON BEACH PUBLIC LIBRARY,(714) 375-5005,33.64361,-117.96561,9281 BANNING AVE.,HUNTINGTON BEACH,92646,8302,CA0046,http://www.hbpl.org
HELEN MURPHY BRANCH,HUNTINGTON BEACH PUBLIC LIBRARY,(714) 375-5006,33.73112,-118.03235,15882 GRAHAM ST.,HUNTINGTON BEACH,92649,1724,CA0046,http://www.hbpl.org
HUNTINGTON BEACH CENTRAL LIBRARY,HUNTINGTON BEACH PUBLIC LIBRARY,(714) 960-8836,33.70194,-118.00452,7111 TALBERT AVE.,HUNTINGTON BEACH,92648,1232,CA0046,http://www.hbpl.org
MAIN STREET LIBRARY,HUNTINGTON BEACH PUBLIC LIBRARY,(714) 375-5071,33.66201,-117.99917,525 MAIN ST.,HUNTINGTON BEACH,92648,5133,CA0046,http://www.hbpl.org
OAK VIEW BRANCH,HUNTINGTON BEACH PUBLIC LIBRARY,(714) 375-5068,33.71155,-117.99416,17251 OAK LANE,HUNTINGTON BEACH,92647,5895,CA0046,http://www.hbpl.org
CALIPATRIA BRANCH LIBRARY,IMPERIAL COUNTY LIBRARY,(760) 348-2630,33.12545,-115.51724,105 S. LAKE,CALIPATRIA,92233,N/A,CA0047,http://www.library.imperialcounty.org
HEBER BRANCH LIBRARY,IMPERIAL COUNTY LIBRARY,(442) 265-7131,32.73356,-115.52970,1132 HEBER AVE.,HEBER,92249,9612,CA0047,http://www.library.imperialcounty.org
HOLTVILLE BRANCH LIBRARY,IMPERIAL COUNTY LIBRARY,(760) 356-2385,32.81307,-115.37984,101 E. SIXTH,HOLTVILLE,92250,1228,CA0047,http://www.library.imperialcounty.org
SALTON CITY LIBRARY,IMPERIAL COUNTY LIBRARY,(760) 604-6956,33.27718,-115.96427,1209 VAN BUREN ROAD,SALTON CITY,92275,N/A,CA0047,http://www.library.imperialcounty.org
CITY OF IMPERIAL PUBLIC LIBRARY,IMPERIAL PUBLIC LIBRARY,(760) 355-1332,32.84849,-115.56869,200 W. 9TH ST.,IMPERIAL,92251,1213,CA0048,http://www.cityofimperial.org/public-library
CRENSHAW-IMPERIAL LIBRARY,INGLEWOOD PUBLIC LIBRARY,(310) 412-5403,33.93367,-118.32679,11141 CRENSHAW BLVD,INGLEWOOD,90303,2338,CA0049,http://library.cityofinglewood.org
INGLEWOOD PUBLIC LIBRARY,INGLEWOOD PUBLIC LIBRARY,(310) 412-5380,33.96227,-118.35560,101 W. MANCHESTER BLVD.,INGLEWOOD,90301,1771,CA0049,http://library.cityofinglewood.org
BIG PINE BRANCH LIBRARY,INYO COUNTY FREE LIBRARY,(760) 938-2420,37.16169,-118.28898,500 S. MAIN ST.,BIG PINE,93513,-1,CA0050,https://www.inyocounty.us/services/inyo-county-free-library
BISHOP BRANCH LIBRARY,INYO COUNTY FREE LIBRARY,(760) 873-5115,37.36296,-118.39646,210 ACADEMY AVE.,BISHOP,93514,2693,CA0050,https://www.inyocounty.us/services/inyo-county-free-library
FURNACE CREEK BRANCH LIBRARY,INYO COUNTY FREE LIBRARY,(760) 786-2408,36.50290,-116.87098,"201 NEVARES ROAD, COW CREEK ROAD",DEATH VALLEY,92328,-1,CA0050,https://www.inyocounty.us/services/inyo-county-free-library
INYO COUNTY FREE LIBRARY,INYO COUNTY FREE LIBRARY,(760) 878-0260,36.80357,-118.19962,168 N. EDWARDS ST.,INDEPENDENCE,93526,610,CA0050,https://www.inyocounty.us/services/inyo-county-free-library
LONE PINE BRANCH LIBRARY,INYO COUNTY FREE LIBRARY,(760) 876-5031,36.60629,-118.06432,127 BUSH STREET,LONE PINE,93545,,CA0050,https://www.inyocounty.us/services/inyo-county-free-library
TECOPA BRANCH LIBRARY,INYO COUNTY FREE LIBRARY,(760) 852-4171,35.87135,-116.23271,408 TECOPA HOT SPRINGS ROAD,TECOPA,92389,,CA0050,https://www.inyocounty.us/services/inyo-county-free-library
IRWINDALE PUBLIC LIBRARY,IRWINDALE PUBLIC LIBRARY,(626) 430-2229,34.10449,-117.93344,5050 N. IRWINDALE AVE.,IRWINDALE,91706,2193,CA0161,https://www.irwindaleca.gov/121/Library
ARVIN BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 854-5934,35.21035,-118.83370,201 CAMPUS DRIVE,ARVIN,93203,1042,CA0051,https://kernlibrary.org
BAKER BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 861-2390,35.38347,-118.99084,1400 BAKER STREET,BAKERSFIELD,93305,3731,CA0051,https://kernlibrary.org
BORON BRANCH LIBRARY,KERN COUNTY LIBRARY,(760) 762-5606,34.99983,-117.65076,26967 TWENTY MULE TEAM ROAD,BORON,93516,1550,CA0051,https://kernlibrary.org
BUTTONWILLOW BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 764-5337,35.40065,-119.46993,101 MAIN ST,BUTTONWILLOW,93206,,CA0051,https://kernlibrary.org
CALIFORNIA CITY BRANCH LIBRARY,KERN COUNTY LIBRARY,(760) 373-4757,35.12648,-117.95835,9507 CALIFORNIA CITY BLVD.,CALIFORNIA CITY,93505,,CA0051,https://kernlibrary.org
DELANO BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 725-1078,35.76947,-119.24465,925 TENTH AVENUE,DELANO,93215,2229,CA0051,https://kernlibrary.org
ELEANOR N. WILSON BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 834-4044,35.33189,-119.02376,1901 WILSON ROAD,BAKERSFIELD,93304,5612,CA0051,https://kernlibrary.org
FRAZIER PARK BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 245-1267,34.81924,-118.94845,3732 PARK DRIVE,FRAZIER PARK,93225,N/A,CA0051,https://kernlibrary.org
HOLLOWAY-GONZALES BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 861-2083,35.35424,-118.99840,506 E. BRUNDAGE LANE,BAKERSFIELD,93307,3337,CA0051,https://kernlibrary.org
KERN COUNTY LIBRARY,KERN COUNTY LIBRARY,(661) 868-0701,35.37267,-119.01005,701 TRUXTUN AVENUE,BAKERSFIELD,93301,4816,CA0051,https://kernlibrary.org
KERN RIVER VALLEY BRANCH LIBRARY,KERN COUNTY LIBRARY,(760) 549-2083,35.63772,-118.46687,7054 LAKE ISABELLA BLVD.,LAKE ISABELLA,93240,9205,CA0051,https://kernlibrary.org
LAMONT BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 845-3471,35.25642,-118.91128,8304 SEGRUE ROAD,LAMONT,93241,2123,CA0051,https://kernlibrary.org
MCFARLAND BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 792-2318,35.67829,-119.23430,500 W. KERN AVENUE,MCFARLAND,93250,1355,CA0051,https://kernlibrary.org
MOJAVE BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 824-2243,35.04881,-118.16766,15555 O ST,MOJAVE,93501,1226,CA0051,https://kernlibrary.org
NORTHEAST BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 871-9017,35.39876,-118.95106,2671 OSWELL STREET,BAKERSFIELD,93306,N/A,CA0051,https://kernlibrary.org
RATHBUN BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 393-6431,,,200 W. CHINA GRADE LOOP,BAKERSFIELD,93308,1709,CA0051,https://kernlibrary.org
RIDGECREST BRANCH LIBRARY,KERN COUNTY LIBRARY,(760) 384-5870,35.62902,-117.66865,131 E. LAS FLORES AVENUE,RIDGECREST,93555,3648,CA0051,https://kernlibrary.org
ROSAMOND BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 256-3236,34.86431,-118.19537,3611 ROSAMOND BLVD.,ROSAMOND,93560,7653,CA0051,https://kernlibrary.org
SOUTHWEST BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 664-7716,35.33934,-119.09553,8301 MING AVENUE,BAKERSFIELD,93311,2020,CA0051,https://kernlibrary.org
TAFT BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 763-3294,35.14933,-119.45919,27 COUGAR COURT,TAFT,93268,2310,CA0051,https://kernlibrary.org
TEHACHAPI BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 822-4938,35.13055,-118.44759,212 GREEN STREET,TEHACHAPI,93561,N/A,CA0051,https://kernlibrary.org
WASCO BRANCH LIBRARY,KERN COUNTY LIBRARY,(661) 758-2114,35.59715,-119.33843,1102 -7TH STREET,WASCO,93280,1801,CA0051,https://kernlibrary.org
ARMONA COMMUNITY LIBRARY,KINGS COUNTY LIBRARY,(559) 583-5005,36.31184,-119.70662,11115 C ST.,ARMONA,93202,368,CA0053,http://www.kingscountylibrary.org/
AVENAL LIBRARY,KINGS COUNTY LIBRARY,(559) 386-5741,36.00286,-120.13074,501 E. KINGS ST.,AVENAL,93204,1731,CA0053,http://www.kingscountylibrary.org/
CORCORAN LIBRARY,KINGS COUNTY LIBRARY,(559) 992-3314,36.09947,-119.55930,1001-A CHITTENDEN,CORCORAN,93212,2406,CA0053,http://www.kingscountylibrary.org/
HANFORD LIBRARY,KINGS COUNTY LIBRARY,(559) 582-0261,36.32934,-119.64533,401 N. DOUTY ST.,HANFORD,93230,3908,CA0053,http://www.kingscountylibrary.org/
KETTLEMAN CITY LIBRARY,KINGS COUNTY LIBRARY,(559) 386-9804,36.00686,-119.96023,105 BECKY PEASE ST.,KETTLEMAN CITY,93239,158,CA0053,http://www.kingscountylibrary.org/
LEMOORE LIBRARY,KINGS COUNTY LIBRARY,(559) 924-2188,36.29999,-119.78752,457 C ST.,LEMOORE,93245,2607,CA0053,http://www.kingscountylibrary.org/
STRATFORD LIBRARY,KINGS COUNTY LIBRARY,(559) 947-3003,36.18941,-119.82352,20300 MAIN ST.,STRATFORD,93266,9742,CA0053,http://www.kingscountylibrary.org/
A C BILBREW LIBRARY,LA COUNTY LIBRARY,(310) 538-3350,33.91608,-118.27230,150 EAST EL SEGUNDO BLVD.,LOS ANGELES,90061,2356,CA0062,http://www.lacountylibrary.org
ACTON AGUA DULCE LIBRARY,LA COUNTY LIBRARY,(661) 269-7101,34.49503,-118.19742,33792 CROWN VALLEY RD.,ACTON,93510,1763,CA0062,http://www.lacountylibrary.org
AGOURA HILLS LIBRARY,LA COUNTY LIBRARY,(818) 889-2278,34.14458,-118.77568,29901 LADYFACE COURT,AGOURA HILLS,91301,4599,CA0062,http://www.lacountylibrary.org
ALONDRA LIBRARY,LA COUNTY LIBRARY,(562) 868-7771,33.88791,-118.07850,11949 ALONDRA BLVD.,NORWALK,90650,7108,CA0062,http://www.lacountylibrary.org
ANGELO M. IACOBONI LIBRARY,LA COUNTY LIBRARY,(562) 866-1777,33.84869,-118.13339,4990 CLARK AVE.,LAKEWOOD,90712,2676,CA0062,http://www.lacountylibrary.org
ANTHONY QUINN LIBRARY,LA COUNTY LIBRARY,(323) 264-7715,34.04074,-118.18021,3965 CESAR E. CHAVEZ AVE.,LOS ANGELES,90063,1898,CA0062,http://www.lacountylibrary.org
ARTESIA LIBRARY,LA COUNTY LIBRARY,(562) 865-6614,33.86038,-118.07718,18801 ELAINE AVE.,ARTESIA,90701,5817,CA0062,http://www.lacountylibrary.org
