Location,Main Library Name,10.15 Phone,Address,10.7 City,Zip Code,10.9 Zip+4 Code,URL
Orange Terrace Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2184,20010-B Orange Terrace Pkwy,RIVERSIDE,92508,3097.0,http://www.riversideca.gov/library/
Riverside Main Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-5201,3900 Mission Inn Ave.,RIVERSIDE,92501,3306.0,http://www.riversideca.gov/library/
Maidu Branch Library,ROSEVILLE PUBLIC LIBRARY,(916) 774-5221,1530 Maidu Drive,ROSEVILLE,95661,4956.0,http://www.roseville.ca.us/library
Martha Riley Community Library,ROSEVILLE PUBLIC LIBRARY,(916) 774-5221,1501 Pleasant Grove Blvd,ROSEVILLE,95747,6919.0,http://www.roseville.ca.us/library
Roseville Public Library,ROSEVILLE PUBLIC LIBRARY,(916) 774-5221,225 Taylor St.,ROSEVILLE,95678,2681.0,http://www.roseville.ca.us/library
Arcade Community Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,2443 Marconi Ave.,SACRAMENTO,95821,4889.0,http://www.saclibrary.org
Arden-Dimick Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,891 Watt Ave.,SACRAMENTO,95864,5057.0,http://www.saclibrary.org
Carmichael Regional Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,5605 Marconi Ave.,CARMICHAEL,95608,4411.0,http://www.saclibrary.org
Central Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,828 I Street,SACRAMENTO,95814,2589.0,http://www.saclibrary.org
Colonial Heights Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,4799 Stockton Blvd.,SACRAMENTO,95820,4500.0,http://www.saclibrary.org
Cooledge Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,5600 South Land Park Dr.,SACRAMENTO,95822,3359.0,http://www.saclibrary.org
Courtland Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,170 Primasing Ave,COURTLAND,95615,9998.0,http://www.saclibrary.org
Del Paso Heights Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,920 Grand Ave.,SACRAMENTO,95838,3415.0,http://www.saclibrary.org
Elk Grove Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,8900 Elk Grove Blvd.,ELK GROVE,95624,1946.0,http://www.saclibrary.org
Fair Oaks Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,11601 Fair Oaks Blvd.,FAIR OAKS,95628,3749.0,http://www.saclibrary.org
Franklin Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,10055 Franklin High Road,ELK GROVE,95757,5951.0,http://www.saclibrary.org
Galt Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,1000 Caroline Ave.,GALT,95632,2098.0,http://www.saclibrary.org
Isleton Branch Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,412 Union Street,ISLETON,95641,,http://www.saclibrary.org
Martin Luther King Jr. Regional Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,7340 - 24Th St. Bypass,SACRAMENTO,95822,4951.0,http://www.saclibrary.org
Mcclatchy Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,2112 22Nd St.,SACRAMENTO,95818,1802.0,http://www.saclibrary.org
Mckinley Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,601 Alhambra Blvd.,SACRAMENTO,95816,3805.0,http://www.saclibrary.org
North Highlands-Antelope Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,4235 Antelope Road,ANTELOPE,95843,2498.0,http://www.saclibrary.org
North Natomas Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,4660 Via Ingoglia,SACRAMENTO,95835,2238.0,http://www.saclibrary.org
North Sacramento/Hagginwood Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,2109 Del Paso Blvd.,SACRAMENTO,95815,3001.0,http://www.saclibrary.org
Orangevale Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,"8820 Greenback Lane, #L",ORANGEVALE,95662,4019.0,http://www.saclibrary.org
Pocket-Greenhaven Library,SACRAMENTO PUBLIC LIBRARY,(916) 429-0926,7335 Gloria Drive,SACRAMENTO,95831,4580.0,http://www.saclibrary.org
Rancho Cordova Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,9845 Folsom Blvd.,SACRAMENTO,95827,1328.0,http://www.saclibrary.org
Rio Linda Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,631 L Street,RIO LINDA,95673,2450.0,http://www.saclibrary.org
South Natomas Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,2901 Truxel Road,SACRAMENTO,95833,1860.0,http://www.saclibrary.org
Southgate Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,6132 66Th Ave.,SACRAMENTO,95823,2706.0,http://www.saclibrary.org
Sylvan Oaks Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,6700 Auburn Blvd.,CITRUS HEIGHTS,95621,4212.0,http://www.saclibrary.org
Valley-Hi North Laguna Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,7400 Imagination Parkway,SACRAMENTO,95823,4655.0,http://www.saclibrary.org
Walnut Grove Library,SACRAMENTO PUBLIC LIBRARY,(916) 264-2700,14177 Market St.,WALNUT GROVE,95690,,http://www.saclibrary.org
Cesar Chavez Library,SALINAS PUBLIC LIBRARY,(831) 758-7345,615 Williams Rd.,SALINAS,93905,1997.0,https://www.salinaspubliclibrary.org
El Gabilan Library,SALINAS PUBLIC LIBRARY,(831) 758-7302,1400 N. Main St.,SALINAS,93906,2857.0,https://www.salinaspubliclibrary.org
John Steinbeck Library,SALINAS PUBLIC LIBRARY,(831) 758-7311,350 Lincoln Ave.,SALINAS,93901,2615.0,https://www.salinaspubliclibrary.org
San Anselmo Public Library,SAN ANSELMO PUBLIC LIBRARY,(415) 258-4656,110 Tunstead Ave.,SAN ANSELMO,94960,2617.0,http://sananselmolibrary.org
San Benito County Free Library,SAN BENITO COUNTY FREE LIBRARY,(831) 636-4107,470 Fifth St.,HOLLISTER,95023,3885.0,www.sbcfl.org
Adelanto Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 246-5661,11497 Bartlett,ADELANTO,92301,1753.0,www.sbclib.org
Apple Valley Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 247-2022,14901 Dale Evans Parkway,APPLE VALLEY,92307,3350.0,www.sbclib.org
Barstow Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 256-4850,304 E. Buena Vista,BARSTOW,92311,2895.0,www.sbclib.org
Big Bear Lake Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 866-5571,41930 Garstin Dr.,BIG BEAR LAKE,92315,,www.sbclib.org
Bloomington Branch Library,SAN BERNARDINO COUNTY LIBRARY,-3,18028 Valley Blvd,BLOOMINGTON,92316,1870.0,www.sbclib.org
Cal Aero Preserve Academy Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 606-2173,15850 Main Street,CHINO,91708,9370.0,www.sbclib.org
Carter Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 854-4100,2630 N. Linden Avenue,RIALTO,92377,8446.0,www.sbclib.org
Chino Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 465-5280,13180 Central Ave.,CHINO,91710,4125.0,www.sbclib.org
Chino Hills,SAN BERNARDINO COUNTY LIBRARY,(909) 590-5380,14020 City Center Drive,CHINO HILLS,91709,5442.0,www.sbclib.org
Crestline Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 338-3294,24105 Lake Gregory Dr.,CRESTLINE,92325,,www.sbclib.org
Fontana Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 574-4500,8437 Sierra Avenue,FONTANA,92335,3892.0,www.sbclib.org
Grand Terrace Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 783-0147,22795 Barton Rd.,GRAND TERRACE,92313,5207.0,www.sbclib.org
Hesperia Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 244-4898,9650 Seventh Ave.,HESPERIA,92345,3462.0,www.sbclib.org
Highland Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 425-4700,7863 Central Avenue,HIGHLAND,92346,,www.sbclib.org
Joshua Tree Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 366-8615,6465 Park Blvd.,JOSHUA TREE,92252,2371.0,www.sbclib.org
Kaiser Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 357-5900,11155 Almond Ave.,FONTANA,92337,7113.0,www.sbclib.org
Lake Arrowhead Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 337-3118,27235 Highway 189,BLUE JAY,92317,,www.sbclib.org
Loma Linda Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 796-8621,25581 Barton Road,LOMA LINDA,92354,3125.0,www.sbclib.org
Lucerne Valley Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 248-7521,33103 Old Woman Springs Rd.,LUCERNE VALLEY,92356,,www.sbclib.org
Mentone Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 794-0327,1331 Opal Avenue,MENTONE,92359,,www.sbclib.org
Montclair Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 624-4671,9955 Fremont Ave.,MONTCLAIR,91763,3223.0,www.sbclib.org
Muscoy Baker Family Learning Center,SAN BERNARDINO COUNTY LIBRARY,(909) 887-5167,2818 Macy Street,MUSCOY,92407,,www.sbclib.org
Needles Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 326-9255,1111 Bailey,NEEDLES,92363,3193.0,www.sbclib.org
Phelan Memorial Library,SAN BERNARDINO COUNTY LIBRARY,(760) 868-3054,9800 Clovis Road,PHELAN,92371,,www.sbclib.org
Rialto Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 875-0144,251 W. First St.,RIALTO,92376,5899.0,www.sbclib.org
Running Springs Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 867-2554,2677 Whispering Pines,RUNNING SPRINGS,92382,,www.sbclib.org
Summit Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 357-5950,15551 Summit Avenue,FONTANA,92336,4605.0,www.sbclib.org
Trona Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 372-5847,82805 Mt. View St.,TRONA,93562,1920.0,www.sbclib.org
Twentynine Palms Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 367-9519,6078 Adobe Rd.,TWENTYNINE PALMS,92277,2389.0,www.sbclib.org
Wrightwood Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 249-4577,6011 Pine Street,WRIGHTWOOD,92397,,www.sbclib.org
Yucaipa Branch Library,SAN BERNARDINO COUNTY LIBRARY,(909) 790-3146,12040 Fifth St.,YUCAIPA,92399,2794.0,www.sbclib.org
Yucca Valley Branch Library,SAN BERNARDINO COUNTY LIBRARY,(760) 228-5455,57098 Twentynine Palms Hwy.,YUCCA VALLEY,92284,2957.0,www.sbclib.org
Dorothy Inghram Branch Library,SAN BERNARDINO PUBLIC LIBRARY,(909) 887-4494,1505 W. Highland Ave.,SAN BERNARDINO,92411,1235.0,http://www.sbpl.org
Howard M. Rowe Branch Library,SAN BERNARDINO PUBLIC LIBRARY,(909) 883-3411,108 E. Marshall Blvd.,SAN BERNARDINO,92404,2214.0,http://www.sbpl.org
Norman F. Feldheym Library,SAN BERNARDINO PUBLIC LIBRARY,(909) 381-8201,555 W. Sixth St.,SAN BERNARDINO,92410,3094.0,http://www.sbpl.org
Paul Villasenor Branch Library,SAN BERNARDINO PUBLIC LIBRARY,(909) 383-5156,525 N. Mt. Vernon Ave.,SAN BERNARDINO,92411,2698.0,http://www.sbpl.org
San Bruno Public Library,SAN BRUNO PUBLIC LIBRARY,(650) 616-7078,701 Angus Ave. W.,SAN BRUNO,94066,3490.0,http://www.sanbrunolibrary.org
4S Ranch Branch,SAN DIEGO COUNTY LIBRARY,(858) 673-4697,10433 Reserve Dr,SAN DIEGO,92127,3510.0,https://www.sdcl.org
Alpine Library,SAN DIEGO COUNTY LIBRARY,(619) 445-4221,1752 Alpine Boulevard,ALPINE,91901,2105.0,https://www.sdcl.org
Bonita-Sunnyside Library,SAN DIEGO COUNTY LIBRARY,(619) 475-4642,4375 Bonita Rd,BONITA,91902,1351.0,https://www.sdcl.org
Borrego Springs Library,SAN DIEGO COUNTY LIBRARY,(760) 767-5761,2580 Country Club Road,BORREGO SPRINGS,92004,3206.0,https://www.sdcl.org
Campo-Morena Village Library,SAN DIEGO COUNTY LIBRARY,(619) 478-5945,31356 Highway 94,CAMPO,91906,3122.0,https://www.sdcl.org
Cardiff-By-The-Sea Library,SAN DIEGO COUNTY LIBRARY,(760) 753-4027,2081 Newcastle Avenue,CARDIFF,92007,1724.0,https://www.sdcl.org
Casa De Oro Library,SAN DIEGO COUNTY LIBRARY,(619) 463-3236,9805 Campo Rd. #180,SPRING VALLEY,91977,1477.0,https://www.sdcl.org
Crest Library,SAN DIEGO COUNTY LIBRARY,(619) 442-7083,105 Juanita Lane,EL CAJON,92021,4336.0,https://www.sdcl.org
Del Mar Library,SAN DIEGO COUNTY LIBRARY,(858) 755-1666,1309 Camino Del Mar,DEL MAR,92014,2507.0,https://www.sdcl.org
Descanso Library,SAN DIEGO COUNTY LIBRARY,(619) 445-5279,9545 River Drive,DESCANSO,91916,,https://www.sdcl.org
El Cajon Library,SAN DIEGO COUNTY LIBRARY,(619) 588-3718,201 E. Douglas Ave,EL CAJON,92020,4561.0,https://www.sdcl.org
Encinitas Library,SAN DIEGO COUNTY LIBRARY,(760) 753-7376,540 Cornish Dr.,ENCINITAS,92024,4511.0,https://www.sdcl.org
Fallbrook Library,SAN DIEGO COUNTY LIBRARY,(760) 731-4650,124 South Mission Road,FALLBROOK,92028,2825.0,https://www.sdcl.org
Fletcher Hills Library,SAN DIEGO COUNTY LIBRARY,(619) 466-1132,576 Garfield Ave.,EL CAJON,92020,2734.0,https://www.sdcl.org
Imperial Beach Library,SAN DIEGO COUNTY LIBRARY,(619) 424-6981,810 Imperial Beach Blvd.,IMPERIAL BEACH,91932,2135.0,https://www.sdcl.org
Jacumba Library,SAN DIEGO COUNTY LIBRARY,(619) 766-4608,44605 Old Highway 80,JACUMBA,91934,,https://www.sdcl.org
Julian Library,SAN DIEGO COUNTY LIBRARY,(760) 765-0370,1850 Highway 78,JULIAN,92036,,https://www.sdcl.org
La Mesa Library,SAN DIEGO COUNTY LIBRARY,(619) 469-2151,8074 Allison Ave.,LA MESA,91942,6531.0,https://www.sdcl.org
Lakeside Library,SAN DIEGO COUNTY LIBRARY,(619) 443-1811,9839 Vine St.,LAKESIDE,92040,3118.0,https://www.sdcl.org
Lemon Grove Library,SAN DIEGO COUNTY LIBRARY,(619) 463-9819,3001 School Lane,LEMON GROVE,91945,2546.0,https://www.sdcl.org
Lincoln Acres Library,SAN DIEGO COUNTY LIBRARY,(619) 475-9880,2725 Granger Avenue,NATIONAL CITY,91950,7284.0,https://www.sdcl.org
Pine Valley Library,SAN DIEGO COUNTY LIBRARY,(619) 473-8022,28804 Old Highway 80,PINE VALLEY,91962,,https://www.sdcl.org
Potrero Library,SAN DIEGO COUNTY LIBRARY,(619) 478-5978,24883 Potrero Valley Road,POTRERO,91963,4110.0,https://www.sdcl.org
Poway Library,SAN DIEGO COUNTY LIBRARY,(858) 513-2900,13137 Poway Road,POWAY,92064,4611.0,https://www.sdcl.org
Ramona Library,SAN DIEGO COUNTY LIBRARY,(760) 788-5270,1275 Main Street,RAMONA,92065,2124.0,https://www.sdcl.org
Rancho San Diego Library,SAN DIEGO COUNTY LIBRARY,(619) 660-5370,11555 Via Rancho San Diego,EL CAJON,92019,5261.0,https://www.sdcl.org
Rancho Santa Fe Library,SAN DIEGO COUNTY LIBRARY,(858) 756-2512,17040 Avenida De Acacias,RANCHO SANTA FE,92067,,https://www.sdcl.org
San Marcos Library,SAN DIEGO COUNTY LIBRARY,(760) 891-3000,2 Civic Center Drive,SAN MARCOS,92069,2949.0,https://www.sdcl.org
Santee Library,SAN DIEGO COUNTY LIBRARY,(619) 448-1863,9225 Carlton Hills Blvd. #17,SANTEE,92071,7902.0,https://www.sdcl.org
Solana Beach Library,SAN DIEGO COUNTY LIBRARY,(858) 755-1404,157 Stevens Avenue,SOLANA BEACH,92075,2038.0,https://www.sdcl.org
Spring Valley Library,SAN DIEGO COUNTY LIBRARY,(619) 463-3006,836 Kempton Street,SPRING VALLEY,91977,4952.0,https://www.sdcl.org
Valley Center Library,SAN DIEGO COUNTY LIBRARY,(760) 749-1305,29200 Cole Grade Road,VALLEY CENTER,92082,5880.0,https://www.sdcl.org
Vista Library,SAN DIEGO COUNTY LIBRARY,(760) 643-5100,700 Eucalyptus Ave.,VISTA,92084,6245.0,https://www.sdcl.org
Allied Gardens/Benjamin Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 533-3970,5188 Zion Ave.,SAN DIEGO,92120,2792.0,http://www.sandiego.gov/public-library
Balboa Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 573-1390,4255 Mt. Abernathy Ave.,SAN DIEGO,92117,5098.0,http://www.sandiego.gov/public-library
Beckwourth Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 527-3404,721 San Pasqual St.,SAN DIEGO,92113,1839.0,http://www.sandiego.gov/public-library
Carmel Mountain Ranch Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 538-8181,12095 World Trade Dr.,SAN DIEGO,92128,3709.0,http://www.sandiego.gov/public-library
Carmel Valley Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 552-1668,3919 Townsgate Dr.,SAN DIEGO,92130,2584.0,http://www.sandiego.gov/public-library
City Heights Weingart Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 641-6100,3795 Fairmount Ave.,SAN DIEGO,92105,1693.0,http://www.sandiego.gov/public-library
Clairemont Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 581-9935,2920 Burgener Blvd.,SAN DIEGO,92110,1027.0,http://www.sandiego.gov/public-library
College-Rolando Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 533-3902,6600 Montezuma Road,SAN DIEGO,92115,3905.0,http://www.sandiego.gov/public-library
Kensington/Normal Heights Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 533-3974,4121 Adams Ave.,SAN DIEGO,92116,2507.0,http://www.sandiego.gov/public-library
Linda Vista Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 573-1399,2160 Ulric St.,SAN DIEGO,92111,6628.0,http://www.sandiego.gov/public-library
Logan Heights Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 533-3968,567 S. 28Th St.,SAN DIEGO,92113,2498.0,http://www.sandiego.gov/public-library
"Malcolm X Library & Performing Arts Center, Valencia Park",SAN DIEGO PUBLIC LIBRARY,(619) 527-3405,5148 Market St.,SAN DIEGO,92114,4899.0,http://www.sandiego.gov/public-library
Mira Mesa Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 538-8165,8405 New Salem St.,SAN DIEGO,92126,2398.0,http://www.sandiego.gov/public-library
Mission Hills Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 692-4910,925 W. Washington Street,SAN DIEGO,92103,1895.0,http://www.sandiego.gov/public-library
Mission Valley,SAN DIEGO PUBLIC LIBRARY,(858) 487-3751,2123 Fenton Pkwy,SAN DIEGO,92108,4739.0,http://www.sandiego.gov/public-library
North Clairemont Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 581-9931,4616 Clairemont Dr.,SAN DIEGO,92117,2701.0,http://www.sandiego.gov/public-library
North Park Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 533-3972,3795 31St St.,SAN DIEGO,92104,3720.0,http://www.sandiego.gov/public-library
North University Community Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 581-9637,8820 Judicial Drive,SAN DIEGO,92122,4684.0,http://www.sandiego.gov/public-library
Oak Park Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 527-3406,2802 54Th St.,SAN DIEGO,92105,4941.0,http://www.sandiego.gov/public-library
Ocean Beach Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 531-1532,4801 Santa Monica Ave.,SAN DIEGO,92107,2810.0,http://www.sandiego.gov/public-library
Otay Mesa Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 424-0474,3003 Coronado Ave.,SAN DIEGO,92154,1521.0,http://www.sandiego.gov/public-library
Pacific Beach/Taylor Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 581-9934,4275 Cass St.,SAN DIEGO,92109,3194.0,http://www.sandiego.gov/public-library
Paradise Hills Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 527-3461,5922 Rancho Hills Dr.,SAN DIEGO,92139,3137.0,http://www.sandiego.gov/public-library
Point Loma/Hervey Branch Libray,SAN DIEGO PUBLIC LIBRARY,(619) 531-1539,3701 Voltaire Street,SAN DIEGO,92107,1606.0,http://www.sandiego.gov/public-library
Rancho Bernardo Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 538-8163,17110 Bernardo Center Dr.,SAN DIEGO,92128,2540.0,http://www.sandiego.gov/public-library
Rancho Penasquitos Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 538-8159,13355 Salmon River Rd.,SAN DIEGO,92129,2641.0,http://www.sandiego.gov/public-library
Riford/La Jolla Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 552-1657,7555 Draper Avenue,LA JOLLA,92037,4802.0,http://www.sandiego.gov/public-library
San Carlos Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 527-3430,7265 Jackson Dr.,SAN DIEGO,92119,2314.0,http://www.sandiego.gov/public-library
San Diego Public Library - Central Library,SAN DIEGO PUBLIC LIBRARY,(619) 236-5830,820 E St.,SAN DIEGO,92101,6478.0,http://www.sandiego.gov/public-library
San Ysidro Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 424-0475,4235 Beyer Blvd.,SAN DIEGO,92173,2135.0,http://www.sandiego.gov/public-library
Scripps Miramar Ranch Library Center,SAN DIEGO PUBLIC LIBRARY,(858) 538-8158,10301 Scripps Lake Drive,SAN DIEGO,92131,1026.0,http://www.sandiego.gov/public-library
Serra Mesa - Kearny Mesa Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 573-1396,9005 Aero Drive,SAN DIEGO,92123,2312.0,http://www.sandiego.gov/public-library
Skyline Hills Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 527-3485,7900 Paradise Valley Road,SAN DIEGO,92139,1460.0,http://www.sandiego.gov/public-library
Tierrasanta Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 573-1384,4985 La Cuenta Dr.,SAN DIEGO,92124,2601.0,http://www.sandiego.gov/public-library
University Community Branch Library,SAN DIEGO PUBLIC LIBRARY,(858) 552-1655,4155 Governor Dr.,SAN DIEGO,92122,2501.0,http://www.sandiego.gov/public-library
University Heights Branch Library,SAN DIEGO PUBLIC LIBRARY,(619) 692-4912,4193 Park Blvd.,SAN DIEGO,92103,2510.0,http://www.sandiego.gov/public-library
Anza Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5717,550 37Th Ave.,SAN FRANCISCO,94121,2612.0,http://sfpl.org
Bayview Linda Brooks-Burton,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5757,5075 Third St.,SAN FRANCISCO,94124,2311.0,http://sfpl.org
Bernal Heights Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 335-2810,500 Cortland Ave.,SAN FRANCISCO,94110,5612.0,http://sfpl.org
Chinatown Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2888,1135 Powell St.,SAN FRANCISCO,94108,1105.0,http://sfpl.org
Eureka Valley/Harvey Milk Memorial Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5616,1 Jose Saria Ct.,SAN FRANCISCO,94114,1043.0,http://sfpl.org
Excelsior Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2868,4400 Mission St.,SAN FRANCISCO,94112,1927.0,http://sfpl.org
Glen Park Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2858,2825 Diamond St.,SAN FRANCISCO,94131,3004.0,http://sfpl.org
Golden Gate Valley Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5666,1801 Green St.,SAN FRANCISCO,94123,4921.0,http://sfpl.org
Ingleside Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2898,1298 Ocean Ave.,SAN FRANCISCO,94112,1831.0,http://sfpl.org
Marina Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2823,1890 Chestnut St.,SAN FRANCISCO,94123,2804.0,http://sfpl.org
Merced Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2825,155 Winston Dr.,SAN FRANCISCO,94132,2032.0,http://sfpl.org
Mission Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2800,300 Bartlett St.,SAN FRANCISCO,94110,3801.0,http://sfpl.org
Mission Bay Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2838,960 4Th St.,SAN FRANCISCO,94158,1628.0,http://sfpl.org
Noe Valley - Sally Brunn Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5707,451 Jersey St.,SAN FRANCISCO,94114,3632.0,http://sfpl.org
North Beach Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5626,850 Columbus Ave.,SAN FRANCISCO,94133,2308.0,http://sfpl.org
Ocean View Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5615,345 Randolph St.,SAN FRANCISCO,94132,3119.0,http://sfpl.org
Ortega Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5700,3223 Ortega St.,SAN FRANCISCO,94122,4053.0,http://sfpl.org
Park Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5656,1833 Page St.,SAN FRANCISCO,94117,1909.0,http://sfpl.org
Parkside Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5770,1200 Taraval St.,SAN FRANCISCO,94116,2452.0,http://sfpl.org
Portola Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5660,380 Bacon St.,SAN FRANCISCO,94134,1754.0,http://sfpl.org
Potrero Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2822,1616 20Th St.,SAN FRANCISCO,94107,2811.0,http://sfpl.org
Presidio Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2880,3150 Sacramento St.,SAN FRANCISCO,94115,2006.0,http://sfpl.org
Richmond/Senator Milton Marks Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5600,351 9Th Ave.,SAN FRANCISCO,94118,2210.0,http://sfpl.org
San Francisco Public Library - Main Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 557-4400,100 Larkin St.,SAN FRANCISCO,94102,4705.0,http://sfpl.org
Sunset Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2808,1305 18Th Ave.,SAN FRANCISCO,94122,1807.0,http://sfpl.org
Visitacion Valley Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2848,201 Leland Ave.,SAN FRANCISCO,94134,2829.0,http://sfpl.org
West Portal Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2886,190 Lenox Way,SAN FRANCISCO,94127,1113.0,http://sfpl.org
Western Addition Branch Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5727,1550 Scott St.,SAN FRANCISCO,94115,3512.0,http://sfpl.org
